batch_size,embedding_size,num_heads,num_layers,total_num_parameters,OOM,build_time(ms)
2,512,8,30,233601536.0,no,376.9383430480957
3,512,8,30,233601536.0,no,445.6148147583008
4,512,8,30,233601536.0,no,372.6389408111572
5,512,8,30,233601536.0,no,447.04174995422363
1,512,8,31,237010432.0,no,383.3322525024414
2,512,8,31,237010432.0,no,381.5929889678955
3,512,8,31,237010432.0,no,452.6703357696533
4,512,8,31,237010432.0,no,380.83338737487793
5,512,8,31,237010432.0,no,455.2290439605713
1,512,8,32,240419328.0,no,383.06522369384766
2,512,8,32,240419328.0,no,449.51939582824707
3,512,8,32,240419328.0,no,383.1307888031006
4,512,8,32,240419328.0,no,451.0917663574219
5,512,8,32,240419328.0,no,392.16089248657227
1,768,8,25,373987584.0,no,374.24492835998535
2,768,8,25,373987584.0,no,438.3714199066162
3,768,8,25,373987584.0,no,369.85182762145996
4,768,8,25,373987584.0,no,442.5978660583496
5,768,8,25,373987584.0,no,381.5619945526123
1,768,8,26,381067008.0,no,444.0791606903076
2,768,8,26,381067008.0,no,381.45923614501953
3,768,8,26,381067008.0,no,375.5345344543457
4,768,8,26,381067008.0,no,435.40287017822266
5,768,8,26,381067008.0,no,384.94133949279785
1,768,8,27,388146432.0,no,448.9405155181885
2,768,8,27,388146432.0,no,380.3973197937012
3,768,8,27,388146432.0,no,443.45855712890625
4,768,8,27,388146432.0,no,374.7265338897705
5,768,8,27,388146432.0,no,385.9274387359619
1,768,8,28,395225856.0,no,455.4917812347412
2,768,8,28,395225856.0,no,383.03518295288086
3,768,8,28,395225856.0,no,452.7602195739746
4,768,8,28,395225856.0,no,384.60302352905273
5,768,8,28,395225856.0,no,445.04714012145996
1,768,8,29,402305280.0,no,377.92038917541504
2,768,8,29,402305280.0,no,381.1061382293701
3,768,8,29,402305280.0,no,448.32324981689453
4,768,8,29,402305280.0,no,380.57756423950195
5,768,8,29,402305280.0,no,451.2438774108887
1,768,8,30,409384704.0,no,375.0631809234619
2,768,8,30,409384704.0,no,447.40915298461914
3,768,8,30,409384704.0,no,383.6181163787842
4,768,8,30,409384704.0,no,373.08526039123535
5,768,8,30,409384704.0,no,445.8324909210205
1,768,8,31,416464128.0,no,385.20216941833496
2,768,8,31,416464128.0,no,456.69031143188477
3,768,8,31,416464128.0,no,374.7251033782959
4,768,8,31,416464128.0,no,456.47644996643066
5,768,8,31,416464128.0,no,386.4858150482178
1,768,8,32,423543552.0,no,379.6110153198242
2,768,8,32,423543552.0,no,441.7233467102051
3,768,8,32,423543552.0,no,372.0283508300781
4,768,8,32,423543552.0,no,441.2269592285156
5,768,8,32,423543552.0,no,392.43602752685547
1,1024,8,25,583846912.0,no,442.51227378845215
2,1024,8,25,583846912.0,no,373.6245632171631
3,1024,8,25,583846912.0,no,455.22189140319824
4,1024,8,25,583846912.0,no,405.83086013793945
5,1024,8,25,583846912.0,no,375.4546642303467
1,1024,8,26,596694016.0,no,451.43675804138184
2,1024,8,26,596694016.0,no,373.96693229675293
3,1024,8,26,596694016.0,no,445.76478004455566
4,1024,8,26,596694016.0,no,381.68883323669434
5,1024,8,26,596694016.0,no,449.13339614868164
1,1024,8,27,609541120.0,no,380.04493713378906
2,1024,8,27,609541120.0,no,379.4848918914795
3,1024,8,27,609541120.0,no,440.42491912841797
4,1024,8,27,609541120.0,no,382.2898864746094
5,1024,8,27,609541120.0,no,449.60951805114746
1,1024,8,28,622388224.0,no,386.24095916748047
2,1024,8,28,622388224.0,no,450.52576065063477
3,1024,8,28,622388224.0,no,380.25879859924316
4,1024,8,28,622388224.0,no,377.32625007629395
5,1024,8,28,622388224.0,no,443.523645401001
1,1024,8,29,635235328.0,no,375.6060600280762
2,1024,8,29,635235328.0,no,457.95226097106934
3,1024,8,29,635235328.0,no,383.33582878112793
4,1024,8,29,635235328.0,no,450.2146244049072
5,1024,8,29,635235328.0,no,380.0814151763916
1,1024,8,30,648082432.0,no,374.27830696105957
2,1024,8,30,648082432.0,no,456.1929702758789
3,1024,8,30,648082432.0,no,429.12769317626953
4,1024,8,30,648082432.0,no,452.3284435272217
5,1024,8,30,648082432.0,no,379.0478706359863
1,1024,8,31,660929536.0,no,487.84422874450684
2,1024,8,31,660929536.0,no,388.5188102722168
3,1024,8,31,660929536.0,no,383.50939750671387
4,1024,8,31,660929536.0,no,447.70097732543945
5,1024,8,31,660929536.0,no,387.744665145874
1,1024,8,32,673776640.0,no,450.455904006958
2,1024,8,32,673776640.0,no,385.8206272125244
3,1024,8,32,673776640.0,no,446.76804542541504
4,1024,8,32,673776640.0,no,375.7214546203613
5,1024,8,32,673776640.0,no,440.9973621368408
1,1536,8,25,1101869568.0,no,379.70733642578125
2,1536,8,25,1101869568.0,no,372.41196632385254
3,1536,8,25,1101869568.0,no,468.461275100708
4,1536,8,25,1101869568.0,no,376.5256404876709
5,1536,8,25,1101869568.0,no,444.02217864990234
1,1536,8,26,1130184192.0,no,379.544734954834
2,1536,8,26,1130184192.0,no,440.2484893798828
3,1536,8,26,1130184192.0,no,378.3233165740967
4,1536,8,26,1130184192.0,no,375.26988983154297
5,1536,8,26,1130184192.0,no,446.8669891357422
1,1536,8,27,1158498816.0,no,374.79257583618164
2,1536,8,27,1158498816.0,no,449.3680000305176
3,1536,8,27,1158498816.0,no,375.97036361694336
4,1536,8,27,1158498816.0,no,443.0122375488281
5,1536,8,27,1158498816.0,no,379.3928623199463
1,1536,8,28,1186813440.0,no,381.33835792541504
2,1536,8,28,1186813440.0,no,444.54431533813477
3,1536,8,28,1186813440.0,no,380.91278076171875
4,1536,8,28,1186813440.0,no,447.60990142822266
5,1536,8,28,1186813440.0,no,378.6349296569824
1,1536,8,29,1215128064.0,no,465.06714820861816
2,1536,8,29,1215128064.0,no,415.65513610839844
3,1536,8,29,1215128064.0,no,399.151086807251
4,1536,8,29,1215128064.0,no,448.9245414733887
5,1536,8,29,1215128064.0,no,398.75316619873047
1,1536,8,30,1243442688.0,no,476.52339935302734
2,1536,8,30,1243442688.0,no,443.4936046600342
3,1536,8,30,1243442688.0,no,529.6180248260498
4,1536,8,30,1243442688.0,no,407.4971675872803
5,1536,8,30,1243442688.0,no,390.65098762512207
1,1536,8,31,1271757312.0,no,452.3775577545166
2,1536,8,31,1271757312.0,no,380.36060333251953
3,1536,8,31,1271757312.0,no,447.97801971435547
4,1536,8,31,1271757312.0,no,378.48782539367676
5,1536,8,31,1271757312.0,no,464.40815925598145
1,1536,8,32,1300071936.0,no,387.76493072509766
2,1536,8,32,1300071936.0,no,452.56924629211426
3,1536,8,32,1300071936.0,no,382.6794624328613
4,1536,8,32,1300071936.0,no,380.48410415649414
5,1536,8,32,1300071936.0,no,486.02867126464844
1,2048,8,25,1809946624.0,no,373.9936351776123
2,2048,8,25,1809946624.0,no,458.4801197052002
3,2048,8,25,1809946624.0,no,390.93518257141113
4,2048,8,25,1809946624.0,no,468.9781665802002
5,2048,8,25,1809946624.0,no,419.9955463409424
1,2048,8,26,1861330944.0,no,392.5478458404541
2,2048,8,26,1861330944.0,no,456.6175937652588
3,2048,8,26,1861330944.0,no,382.0948600769043
4,2048,8,26,1861330944.0,no,450.70791244506836
5,2048,8,26,1861330944.0,no,381.8962574005127
1,2048,8,27,1912715264.0,no,464.4942283630371
2,2048,8,27,1912715264.0,no,379.8224925994873
3,2048,8,27,1912715264.0,no,391.7253017425537
4,2048,8,27,1912715264.0,no,469.4855213165283
5,2048,8,27,1912715264.0,no,381.17480278015137
1,2048,8,28,1964099584.0,no,469.42782402038574
2,2048,8,28,1964099584.0,no,391.8874263763428
3,2048,8,28,1964099584.0,no,446.4132785797119
4,2048,8,28,1964099584.0,no,376.5287399291992
5,2048,8,28,1964099584.0,no,380.6746006011963
1,2048,8,29,2015483904.0,no,442.5675868988037
2,2048,8,29,2015483904.0,no,379.40454483032227
3,2048,8,29,2015483904.0,no,479.0215492248535
4,2048,8,29,2015483904.0,no,413.7554168701172
5,2048,8,29,2015483904.0,no,467.96584129333496
1,2048,8,30,2066868224.0,no,391.49022102355957
2,2048,8,30,2066868224.0,no,383.58187675476074
3,2048,8,30,2066868224.0,no,458.9712619781494
4,2048,8,30,2066868224.0,no,399.8997211456299
5,2048,8,30,2066868224.0,no,446.25091552734375
1,2048,8,31,2118252544.0,no,374.81689453125
2,2048,8,31,2118252544.0,no,475.3072261810303
3,2048,8,31,2118252544.0,no,382.4892044067383
4,2048,8,31,2118252544.0,no,381.0904026031494
5,2048,8,31,2118252544.0,no,447.2064971923828
1,2048,8,32,2169636864.0,no,379.6863555908203
2,2048,8,32,2169636864.0,no,485.58616638183594
3,2048,8,32,2169636864.0,no,406.9216251373291
4,2048,8,32,2169636864.0,no,536.0996723175049
5,2048,8,32,2169636864.0,no,384.4187259674072
1,4096,8,25,6110261248.0,no,453.38940620422363
2,4096,8,25,,yes,
3,4096,8,25,,yes,
4,4096,8,25,,yes,
5,4096,8,25,,yes,
1,4096,8,26,,yes,
2,4096,8,26,,yes,
3,4096,8,26,,yes,
4,4096,8,26,,yes,
5,4096,8,26,,yes,
1,4096,8,27,,yes,
2,4096,8,27,,yes,
3,4096,8,27,,yes,
4,4096,8,27,,yes,
5,4096,8,27,,yes,
1,4096,8,28,,yes,
2,4096,8,28,,yes,
3,4096,8,28,,yes,
4,4096,8,28,,yes,
5,4096,8,28,,yes,
1,4096,8,29,,yes,
2,4096,8,29,,yes,
3,4096,8,29,,yes,
4,4096,8,29,,yes,
5,4096,8,29,,yes,
1,4096,8,30,,yes,
2,4096,8,30,,yes,
3,4096,8,30,,yes,
4,4096,8,30,,yes,
5,4096,8,30,,yes,
1,4096,8,31,,yes,
2,4096,8,31,,yes,
3,4096,8,31,,yes,
4,4096,8,31,,yes,
5,4096,8,31,,yes,
1,4096,8,32,,yes,
2,4096,8,32,,yes,
3,4096,8,32,,yes,
4,4096,8,32,,yes,
5,4096,8,32,,yes,
1,768,12,25,373987584.0,no,529.8335552215576
2,768,12,25,373987584.0,no,377.0291805267334
3,768,12,25,373987584.0,no,444.0300464630127
4,768,12,25,373987584.0,no,383.6820125579834
5,768,12,25,373987584.0,no,455.57641983032227
1,768,12,26,381067008.0,no,384.55796241760254
2,768,12,26,381067008.0,no,378.5552978515625
3,768,12,26,381067008.0,no,446.8646049499512
4,768,12,26,381067008.0,no,379.83107566833496
5,768,12,26,381067008.0,no,448.9438533782959
1,768,12,27,388146432.0,no,391.6304111480713
2,768,12,27,388146432.0,no,470.1662063598633
3,768,12,27,388146432.0,no,389.7428512573242
4,768,12,27,388146432.0,no,385.26296615600586
5,768,12,27,388146432.0,no,446.9122886657715
1,768,12,28,395225856.0,no,381.7007541656494
2,768,12,28,395225856.0,no,446.83313369750977
3,768,12,28,395225856.0,no,384.8578929901123
4,768,12,28,395225856.0,no,500.2782344818115
5,768,12,28,395225856.0,no,398.87213706970215
1,768,12,29,402305280.0,no,376.88660621643066
2,768,12,29,402305280.0,no,475.33726692199707
3,768,12,29,402305280.0,no,380.659818649292
4,768,12,29,402305280.0,no,466.42017364501953
5,768,12,29,402305280.0,no,388.0906105041504
1,768,12,30,409384704.0,no,452.378511428833
2,768,12,30,409384704.0,no,378.15046310424805
3,768,12,30,409384704.0,no,398.2586860656738
4,768,12,30,409384704.0,no,448.4996795654297
5,768,12,30,409384704.0,no,377.0945072174072
1,768,12,31,416464128.0,no,450.17480850219727
2,768,12,31,416464128.0,no,380.706787109375
3,768,12,31,416464128.0,no,447.9503631591797
4,768,12,31,416464128.0,no,382.55977630615234
5,768,12,31,416464128.0,no,441.3950443267822
1,768,12,32,423543552.0,no,387.0227336883545
2,768,12,32,423543552.0,no,378.44276428222656
3,768,12,32,423543552.0,no,456.815242767334
4,768,12,32,423543552.0,no,386.1217498779297
5,768,12,32,423543552.0,no,460.7851505279541
1,1536,12,25,1101869568.0,no,386.11555099487305
2,1536,12,25,1101869568.0,no,454.42843437194824
3,1536,12,25,1101869568.0,no,385.4804039001465
4,1536,12,25,1101869568.0,no,388.37194442749023
5,1536,12,25,1101869568.0,no,450.44898986816406
1,1536,12,26,1130184192.0,no,378.41248512268066
2,1536,12,26,1130184192.0,no,448.81653785705566
3,1536,12,26,1130184192.0,no,380.40661811828613
4,1536,12,26,1130184192.0,no,451.40910148620605
5,1536,12,26,1130184192.0,no,387.24660873413086
1,1536,12,27,1158498816.0,no,381.6800117492676
2,1536,12,27,1158498816.0,no,448.0786323547363
3,1536,12,27,1158498816.0,no,388.303279876709
4,1536,12,27,1158498816.0,no,458.202600479126
5,1536,12,27,1158498816.0,no,386.7783546447754
1,1536,12,28,1186813440.0,no,457.3216438293457
2,1536,12,28,1186813440.0,no,380.828857421875
3,1536,12,28,1186813440.0,no,377.6354789733887
4,1536,12,28,1186813440.0,no,451.39575004577637
5,1536,12,28,1186813440.0,no,385.6213092803955
1,1536,12,29,1215128064.0,no,450.237512588501
2,1536,12,29,1215128064.0,no,388.4856700897217
3,1536,12,29,1215128064.0,no,451.48396492004395
4,1536,12,29,1215128064.0,no,393.8579559326172
5,1536,12,29,1215128064.0,no,390.1867866516113
1,1536,12,30,1243442688.0,no,462.8908634185791
2,1536,12,30,1243442688.0,no,407.11522102355957
3,1536,12,30,1243442688.0,no,466.77708625793457
4,1536,12,30,1243442688.0,no,386.92617416381836
5,1536,12,30,1243442688.0,no,460.2954387664795
1,1536,12,31,1271757312.0,no,388.26680183410645
2,1536,12,31,1271757312.0,no,453.83453369140625
3,1536,12,31,1271757312.0,no,390.38753509521484
4,1536,12,31,1271757312.0,no,392.37332344055176
5,1536,12,31,1271757312.0,no,453.69935035705566
1,1536,12,32,1300071936.0,no,382.8129768371582
2,1536,12,32,1300071936.0,no,474.9438762664795
3,1536,12,32,1300071936.0,no,378.45802307128906
4,1536,12,32,1300071936.0,no,451.0326385498047
5,1536,12,32,1300071936.0,no,381.12425804138184
1,512,16,25,216557056.0,no,414.3507480621338
2,512,16,25,216557056.0,no,465.1038646697998
3,512,16,25,216557056.0,no,399.22451972961426
4,512,16,25,216557056.0,no,471.4338779449463
5,512,16,25,216557056.0,no,385.4048252105713
1,512,16,26,219965952.0,no,460.6461524963379
2,512,16,26,219965952.0,no,397.8404998779297
3,512,16,26,219965952.0,no,396.53635025024414
4,512,16,26,219965952.0,no,462.71514892578125
5,512,16,26,219965952.0,no,388.6556625366211
1,512,16,27,223374848.0,no,455.0654888153076
2,512,16,27,223374848.0,no,386.6760730743408
3,512,16,27,223374848.0,no,452.3799419403076
4,512,16,27,223374848.0,no,379.2257308959961
5,512,16,27,223374848.0,no,377.180814743042
1,512,16,28,226783744.0,no,450.0572681427002
2,512,16,28,226783744.0,no,380.6579113006592
3,512,16,28,226783744.0,no,449.9554634094238
4,512,16,28,226783744.0,no,381.13999366760254
5,512,16,28,226783744.0,no,455.34658432006836
1,512,16,29,230192640.0,no,380.6130886077881
2,512,16,29,230192640.0,no,398.3912467956543
3,512,16,29,230192640.0,no,473.77920150756836
4,512,16,29,230192640.0,no,403.8975238800049
5,512,16,29,230192640.0,no,470.1194763183594
1,512,16,30,233601536.0,no,390.03872871398926
2,512,16,30,233601536.0,no,461.4834785461426
3,512,16,30,233601536.0,no,393.62597465515137
4,512,16,30,233601536.0,no,447.1144676208496
5,512,16,30,233601536.0,no,394.3355083465576
1,512,16,31,237010432.0,no,382.4961185455322
2,512,16,31,237010432.0,no,458.70113372802734
3,512,16,31,237010432.0,no,388.6756896972656
4,512,16,31,237010432.0,no,450.90198516845703
5,512,16,31,237010432.0,no,383.18896293640137
1,512,16,32,240419328.0,no,457.74149894714355
2,512,16,32,240419328.0,no,384.3986988067627
3,512,16,32,240419328.0,no,390.29479026794434
4,512,16,32,240419328.0,no,465.26122093200684
5,512,16,32,240419328.0,no,393.46766471862793
1,768,16,25,373987584.0,no,453.794002532959
2,768,16,25,373987584.0,no,398.21529388427734
3,768,16,25,373987584.0,no,459.2275619506836
4,768,16,25,373987584.0,no,383.03208351135254
5,768,16,25,373987584.0,no,386.7499828338623
1,768,16,26,381067008.0,no,468.30296516418457
2,768,16,26,381067008.0,no,393.86820793151855
3,768,16,26,381067008.0,no,457.35669136047363
4,768,16,26,381067008.0,no,386.5694999694824
5,768,16,26,381067008.0,no,470.2792167663574
1,768,16,27,388146432.0,no,381.6266059875488
2,768,16,27,388146432.0,no,387.21370697021484
3,768,16,27,388146432.0,no,458.4918022155762
4,768,16,27,388146432.0,no,376.6458034515381
5,768,16,27,388146432.0,no,461.20333671569824
1,768,16,28,395225856.0,no,389.6639347076416
2,768,16,28,395225856.0,no,455.72376251220703
3,768,16,28,395225856.0,no,389.07861709594727
4,768,16,28,395225856.0,no,384.6468925476074
5,768,16,28,395225856.0,no,453.6583423614502
1,768,16,29,402305280.0,no,391.02864265441895
2,768,16,29,402305280.0,no,466.7840003967285
3,768,16,29,402305280.0,no,414.5395755767822
4,768,16,29,402305280.0,no,455.28268814086914
5,768,16,29,402305280.0,no,411.50498390197754
1,768,16,30,409384704.0,no,393.1145668029785
2,768,16,30,409384704.0,no,503.9026737213135
3,768,16,30,409384704.0,no,386.30056381225586
4,768,16,30,409384704.0,no,451.75886154174805
5,768,16,30,409384704.0,no,384.1407299041748
1,768,16,31,416464128.0,no,455.5518627166748
2,768,16,31,416464128.0,no,430.8803081512451
3,768,16,31,416464128.0,no,509.27186012268066
4,768,16,31,416464128.0,no,417.40894317626953
5,768,16,31,416464128.0,no,405.39002418518066
1,768,16,32,423543552.0,no,475.40760040283203
2,768,16,32,423543552.0,no,385.1969242095947
3,768,16,32,423543552.0,no,457.5531482696533
4,768,16,32,423543552.0,no,382.05647468566895
5,768,16,32,423543552.0,no,456.2969207763672
1,1024,16,25,583846912.0,no,379.75263595581055
2,1024,16,25,583846912.0,no,375.26822090148926
3,1024,16,25,583846912.0,no,447.3714828491211
4,1024,16,25,583846912.0,no,387.07518577575684
5,1024,16,25,583846912.0,no,446.5789794921875
1,1024,16,26,596694016.0,no,385.2396011352539
2,1024,16,26,596694016.0,no,450.2911567687988
3,1024,16,26,596694016.0,no,381.61277770996094
4,1024,16,26,596694016.0,no,377.5906562805176
5,1024,16,26,596694016.0,no,448.84753227233887
1,1024,16,27,609541120.0,no,392.52734184265137
2,1024,16,27,609541120.0,no,448.9760398864746
3,1024,16,27,609541120.0,no,382.1449279785156
4,1024,16,27,609541120.0,no,455.6574821472168
5,1024,16,27,609541120.0,no,380.69629669189453
1,1024,16,28,622388224.0,no,382.4946880340576
2,1024,16,28,622388224.0,no,445.87087631225586
3,1024,16,28,622388224.0,no,380.55920600891113
4,1024,16,28,622388224.0,no,448.0764865875244
5,1024,16,28,622388224.0,no,385.9574794769287
1,1024,16,29,635235328.0,no,449.5408535003662
2,1024,16,29,635235328.0,no,382.80415534973145
3,1024,16,29,635235328.0,no,381.87718391418457
4,1024,16,29,635235328.0,no,451.11632347106934
5,1024,16,29,635235328.0,no,384.2623233795166
1,1024,16,30,648082432.0,no,483.97040367126465
2,1024,16,30,648082432.0,no,400.15220642089844
3,1024,16,30,648082432.0,no,469.0818786621094
4,1024,16,30,648082432.0,no,387.29262351989746
5,1024,16,30,648082432.0,no,465.6085968017578
1,1024,16,31,660929536.0,no,401.2773036956787
2,1024,16,31,660929536.0,no,383.8789463043213
3,1024,16,31,660929536.0,no,449.8276710510254
4,1024,16,31,660929536.0,no,383.4795951843262
5,1024,16,31,660929536.0,no,471.79269790649414
1,1024,16,32,673776640.0,no,389.1284465789795
2,1024,16,32,673776640.0,no,455.3205966949463
3,1024,16,32,673776640.0,no,386.0130310058594
4,1024,16,32,673776640.0,no,393.77570152282715
5,1024,16,32,673776640.0,no,454.53667640686035
1,1536,16,25,1101869568.0,no,399.7204303741455
2,1536,16,25,1101869568.0,no,475.76260566711426
3,1536,16,25,1101869568.0,no,456.00247383117676
4,1536,16,25,1101869568.0,no,486.4492416381836
5,1536,16,25,1101869568.0,no,415.7116413116455
1,1536,16,26,1130184192.0,no,397.2952365875244
2,1536,16,26,1130184192.0,no,446.78401947021484
3,1536,16,26,1130184192.0,no,383.03375244140625
4,1536,16,26,1130184192.0,no,452.8803825378418
5,1536,16,26,1130184192.0,no,399.89280700683594
1,1536,16,27,1158498816.0,no,480.269193649292
2,1536,16,27,1158498816.0,no,400.7411003112793
3,1536,16,27,1158498816.0,no,392.28153228759766
4,1536,16,27,1158498816.0,no,459.2862129211426
5,1536,16,27,1158498816.0,no,387.67242431640625
1,1536,16,28,1186813440.0,no,455.97028732299805
2,1536,16,28,1186813440.0,no,393.91255378723145
3,1536,16,28,1186813440.0,no,462.08715438842773
4,1536,16,28,1186813440.0,no,388.746976852417
5,1536,16,28,1186813440.0,no,387.22944259643555
1,1536,16,29,1215128064.0,no,453.74011993408203
2,1536,16,29,1215128064.0,no,388.02385330200195
3,1536,16,29,1215128064.0,no,453.43756675720215
4,1536,16,29,1215128064.0,no,386.16466522216797
5,1536,16,29,1215128064.0,no,452.1207809448242
1,1536,16,30,1243442688.0,no,385.634183883667
2,1536,16,30,1243442688.0,no,446.5341567993164
3,1536,16,30,1243442688.0,no,379.7926902770996
4,1536,16,30,1243442688.0,no,379.4670104980469
5,1536,16,30,1243442688.0,no,447.31831550598145
1,1536,16,31,1271757312.0,no,380.5391788482666
2,1536,16,31,1271757312.0,no,461.00759506225586
3,1536,16,31,1271757312.0,no,387.6321315765381
4,1536,16,31,1271757312.0,no,457.48353004455566
5,1536,16,31,1271757312.0,no,380.5851936340332
1,1536,16,32,1300071936.0,no,382.17830657958984
2,1536,16,32,1300071936.0,no,450.2294063568115
3,1536,16,32,1300071936.0,no,381.64377212524414
4,1536,16,32,1300071936.0,no,451.04217529296875
5,1536,16,32,1300071936.0,no,379.4822692871094
1,2048,16,25,1809946624.0,no,450.2265453338623
2,2048,16,25,1809946624.0,no,379.4083595275879
3,2048,16,25,1809946624.0,no,376.53374671936035
4,2048,16,25,1809946624.0,no,442.507266998291
5,2048,16,25,1809946624.0,no,377.5067329406738
1,2048,16,26,1861330944.0,no,446.0451602935791
2,2048,16,26,1861330944.0,no,377.3777484893799
3,2048,16,26,1861330944.0,no,448.0626583099365
4,2048,16,26,1861330944.0,no,376.6913414001465
5,2048,16,26,1861330944.0,no,377.21824645996094
1,2048,16,27,1912715264.0,no,444.7650909423828
2,2048,16,27,1912715264.0,no,381.5779685974121
3,2048,16,27,1912715264.0,no,470.7224369049072
4,2048,16,27,1912715264.0,no,393.6340808868408
5,2048,16,27,1912715264.0,no,472.1386432647705
1,2048,16,28,1964099584.0,no,400.3887176513672
2,2048,16,28,1964099584.0,no,392.40241050720215
3,2048,16,28,1964099584.0,no,452.603816986084
4,2048,16,28,1964099584.0,no,379.9886703491211
5,2048,16,28,1964099584.0,no,489.93587493896484
1,2048,16,29,2015483904.0,no,422.18899726867676
2,2048,16,29,2015483904.0,no,485.6882095336914
3,2048,16,29,2015483904.0,no,388.3018493652344
4,2048,16,29,2015483904.0,no,380.36155700683594
5,2048,16,29,2015483904.0,no,447.9365348815918
1,2048,16,30,2066868224.0,no,401.4456272125244
2,2048,16,30,2066868224.0,no,456.0551643371582
3,2048,16,30,2066868224.0,no,384.9453926086426
4,2048,16,30,2066868224.0,no,449.41043853759766
5,2048,16,30,2066868224.0,no,390.83385467529297
1,2048,16,31,2118252544.0,no,449.8622417449951
2,2048,16,31,2118252544.0,no,393.27311515808105
3,2048,16,31,2118252544.0,no,383.4376335144043
4,2048,16,31,2118252544.0,no,462.1286392211914
5,2048,16,31,2118252544.0,no,382.71403312683105
1,2048,16,32,2169636864.0,no,467.9234027862549
2,2048,16,32,2169636864.0,no,392.1163082122803
3,2048,16,32,2169636864.0,no,460.13355255126953
4,2048,16,32,2169636864.0,no,387.6311779022217
5,2048,16,32,2169636864.0,no,460.7396125793457
1,4096,16,25,6110261248.0,no,398.1349468231201
2,4096,16,25,,yes,
3,4096,16,25,,yes,
4,4096,16,25,,yes,
5,4096,16,25,,yes,
1,4096,16,26,,yes,
2,4096,16,26,,yes,
3,4096,16,26,,yes,
4,4096,16,26,,yes,
5,4096,16,26,,yes,
1,4096,16,27,,yes,
2,4096,16,27,,yes,
3,4096,16,27,,yes,
4,4096,16,27,,yes,
5,4096,16,27,,yes,
1,4096,16,28,,yes,
2,4096,16,28,,yes,
3,4096,16,28,,yes,
4,4096,16,28,,yes,
5,4096,16,28,,yes,
1,4096,16,29,,yes,
2,4096,16,29,,yes,
3,4096,16,29,,yes,
4,4096,16,29,,yes,
5,4096,16,29,,yes,
1,4096,16,30,,yes,
2,4096,16,30,,yes,
3,4096,16,30,,yes,
4,4096,16,30,,yes,
5,4096,16,30,,yes,
1,4096,16,31,,yes,
2,4096,16,31,,yes,
3,4096,16,31,,yes,
4,4096,16,31,,yes,
5,4096,16,31,,yes,
1,4096,16,32,,yes,
2,4096,16,32,,yes,
3,4096,16,32,,yes,
4,4096,16,32,,yes,
5,4096,16,32,,yes,
1,768,24,25,373987584.0,no,389.8460865020752
2,768,24,25,373987584.0,no,377.12717056274414
3,768,24,25,373987584.0,no,458.01329612731934
4,768,24,25,373987584.0,no,389.34803009033203
5,768,24,25,373987584.0,no,455.4636478424072
1,768,24,26,381067008.0,no,380.373477935791
2,768,24,26,381067008.0,no,446.1371898651123
3,768,24,26,381067008.0,no,390.211820602417
4,768,24,26,381067008.0,no,382.8392028808594
5,768,24,26,381067008.0,no,454.0226459503174
1,768,24,27,388146432.0,no,388.3817195892334
2,768,24,27,388146432.0,no,458.9104652404785
3,768,24,27,388146432.0,no,389.0984058380127
4,768,24,27,388146432.0,no,457.0281505584717
5,768,24,27,388146432.0,no,384.34910774230957
1,768,24,28,395225856.0,no,380.6948661804199
2,768,24,28,395225856.0,no,455.6584358215332
3,768,24,28,395225856.0,no,382.091760635376
4,768,24,28,395225856.0,no,455.33204078674316
5,768,24,28,395225856.0,no,393.8636779785156
1,768,24,29,402305280.0,no,460.8769416809082
2,768,24,29,402305280.0,no,397.4113464355469
3,768,24,29,402305280.0,no,386.6403102874756
4,768,24,29,402305280.0,no,457.08632469177246
5,768,24,29,402305280.0,no,389.41216468811035
1,768,24,30,409384704.0,no,464.51401710510254
2,768,24,30,409384704.0,no,396.6796398162842
3,768,24,30,409384704.0,no,457.23843574523926
4,768,24,30,409384704.0,no,385.12706756591797
5,768,24,30,409384704.0,no,393.1920528411865
1,768,24,31,416464128.0,no,466.93944931030273
2,768,24,31,416464128.0,no,396.6505527496338
3,768,24,31,416464128.0,no,457.0345878601074
4,768,24,31,416464128.0,no,385.64324378967285
5,768,24,31,416464128.0,no,460.1881504058838
1,768,24,32,423543552.0,no,395.80273628234863
2,768,24,32,423543552.0,no,461.8387222290039
3,768,24,32,423543552.0,no,386.57522201538086
4,768,24,32,423543552.0,no,399.77526664733887
5,768,24,32,423543552.0,no,458.1453800201416
1,1536,24,25,1101869568.0,no,376.8506050109863
2,1536,24,25,1101869568.0,no,444.9777603149414
3,1536,24,25,1101869568.0,no,379.7187805175781
4,1536,24,25,1101869568.0,no,450.85811614990234
5,1536,24,25,1101869568.0,no,382.9636573791504
1,1536,24,26,1130184192.0,no,382.2019100189209
2,1536,24,26,1130184192.0,no,447.8189945220947
3,1536,24,26,1130184192.0,no,376.784086227417
4,1536,24,26,1130184192.0,no,450.17528533935547
5,1536,24,26,1130184192.0,no,378.4193992614746
1,1536,24,27,1158498816.0,no,448.24719429016113
2,1536,24,27,1158498816.0,no,385.5316638946533
3,1536,24,27,1158498816.0,no,387.5579833984375
4,1536,24,27,1158498816.0,no,449.23949241638184
5,1536,24,27,1158498816.0,no,388.1049156188965
1,1536,24,28,1186813440.0,no,454.1487693786621
2,1536,24,28,1186813440.0,no,380.66816329956055
3,1536,24,28,1186813440.0,no,448.79913330078125
4,1536,24,28,1186813440.0,no,393.53346824645996
